Sexo_p0082,Mismo_jefedehogar_p1011,Etnia_p103,Sisben_p104,Tiempo(meses)_viviendaactual_p105,Electricidad_p201a,Medidor_electricidad_p202a,Electricidad_cocina_p204a,Gas_Natural_p201b,Gas_pipeta_p201c,Acueducto_p201d,Red_aguapotablep_p202d,Agua_acueducto_alimentos_p204d,Alcantarillado_p201e,Alcantarillado_remunicipal_p202e,Servsanitario_redmunicipal_p204e,Basuras_pp201f,Basuras_recoleecmunicipal_p202f,recoleecmunicipal_unicomedio_p204f,Material_vivienda_p206,Cuartos_piezas_p207,Forma_tenencia_p208,#hogares_x_vivienda_p2092,Edad_promedio_xhogar,Personas_xhogar,Ing _Total_xhogar ,Prome_Montoempleo_xhogar_p308ma,Prome_Montoindepen_xhogar_p308mb,Prome_Montonegocio_xhogar_p308mc,Prome_Montoayudas_xhogar_p308md,Prome_Montocasional_xhogar_p308mf,Prome_Montopension_xhogarp308me,%personas_noing_xhogar,%personas_actprincipal_trabajar,%personas_actprincipal_buscartrabajo,%personas_actprincipal_estudiar,%personas_actprincipal_oficioshogar,%personas_actprincipal_Otrasactivi,%personas_actsecundaria_trabajar,%personas_actsecundaria_buscartrabajo,%personas_actsecundaria_estudiar,%personas_actsecundaria_oficioshogar,%personas_actsecundaria_Otrasactivi,%personas_segsocial,Prome_a�oseducacion_xhogar,Meses_en_el_trabajo*_p4032,Situaciones_trabajo_p406,Preocu_alimen_x_dinero_p413,Sinalimen_x_dinero_p414,Curso_form_trab_p416,Curso_obte_mant_trabajo_p417,trabajo_propio_p418,Maltrato intrafamiliar en la zona
1.00,2.00,4.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,1.00,29.00,4.00,1770000.00,585000.00,600000.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.75,0.25,0.25,10.00,0.00,0.00,2.00,2.00,1.00,1.00,2.00,1.00
2.00,1.00,2.00,1.00,89.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,5.00,1.00,26.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,1.00,1.00,72.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,3.00,36.00,6.00,1710000.00,570000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.67,0.17,0.00,0.17,0.00,0.00,0.00,0.00,0.50,0.33,0.33,10.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,3.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,51.00,2.00,450000.00,0.00,225000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,2.00,72.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,22.00,2.00,690000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,10.00,72.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,7.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,33.00,2.00,690000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,11.00,24.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,5.00,1.00,30.00,2.00,620000.00,310000.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,8.00,36.00,2.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,24.00,2.00,660000.00,0.00,0.00,0.00,330000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,7.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,38.00,3.00,678000.00,618000.00,60000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.33,10.00,12.00,4.00,1.00,2.00,1.00,1.00,2.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,44.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,8.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,3.00,24.00,1.00,2.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,22.00,2.00,450000.00,400000.00,0.00,0.00,50000.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,11.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,18.00,10.00,1400000.00,500000.00,400000.00,0.00,50000.00,0.00,0.00,0.50,0.20,0.10,0.20,0.00,0.00,0.00,0.00,0.00,0.10,0.40,0.00,6.00,36.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,16.00,5.00,350000.00,350000.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.20,0.20,8.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,0.00
2.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,37.00,2.00,300000.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,33.00,4.00,600000.00,0.00,0.00,600000.00,0.00,0.00,0.00,0.75,0.25,0.50,0.25,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,11.00,240.00,3.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,1.00,2.00,1.00,6.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,21.00,4.00,800000.00,0.00,800000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,7.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,3.00,1.00,72.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,31.00,3.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,4.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,122.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,6.00,1.00,29.00,4.00,360000.00,0.00,200000.00,0.00,60000.00,0.00,100000.00,0.25,0.25,0.25,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,10.00,0.00,0.00,1.00,2.00,1.00,2.00,2.00,1.00
2.00,2.00,6.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,20.00,7.00,50000.00,0.00,50000.00,0.00,0.00,0.00,0.00,0.86,0.14,0.14,0.29,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.00,3.00,0.00,0.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,2.00,4.00,1.00,36.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,32.00,5.00,690000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.60,0.00,0.20,0.00,0.00,0.20,0.00,0.00,0.80,0.20,10.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,2.00,60.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,2.00,27.00,5.00,1936000.00,645333.33,0.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.40,0.40,0.20,8.00,12.00,1.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,2.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,30.00,5.00,750000.00,750000.00,0.00,0.00,0.00,0.00,0.00,0.80,0.40,0.00,0.40,0.20,0.00,0.00,0.00,0.00,0.60,0.40,0.20,11.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,2.00,1.00,16.00,3.00,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,4.00,240.00,1.00,1.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,2.00,1.00,72.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,4.00,1.00,18.00,3.00,250000.00,0.00,250000.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.00,7.00,60.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,18.00,4.00,150000.00,0.00,150000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.50,0.25,6.00,3.00,4.00,1.00,1.00,2.00,0.00,1.00,0.00
2.00,2.00,4.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,24.00,5.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.20,2.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,2.00,1.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,23.00,4.00,800000.00,400000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.50,4.00,120.00,1.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,3.00,2.00,19.00,4.00,1200000.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.50,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.75,0.50,4.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,24.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,27.00,3.00,710000.00,500000.00,0.00,0.00,210000.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,3.00,120.00,1.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,1.00,1.00,48.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,24.00,5.00,1300000.00,650000.00,0.00,0.00,0.00,0.00,0.00,0.60,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.40,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,1.00,7.00,1.00,1.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,13.00,5.00,480000.00,0.00,360000.00,0.00,120000.00,0.00,0.00,0.60,0.20,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.40,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,4.00,2.00,2.00,1.00,52.00,2.00,450000.00,0.00,225000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,1.00,9.00,360.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,63.00,2.00,600000.00,0.00,0.00,0.00,600000.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,6.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,1.00,4.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,2.00,26.00,3.00,800000.00,0.00,400000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,10.00,12.00,3.00,2.00,2.00,2.00,0.00,1.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,23.00,4.00,330000.00,210000.00,120000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.50,0.25,5.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,5.00,2.00,121.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,43.00,3.00,300000.00,0.00,75000.00,0.00,150000.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,24.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,15.00,7.00,700000.00,0.00,600000.00,0.00,50000.00,0.00,0.00,0.57,0.14,0.14,0.29,0.00,0.00,0.00,0.00,0.00,0.14,0.43,0.14,5.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,29.00,5.00,600000.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.20,0.00,0.20,0.00,0.00,0.00,0.20,0.80,0.00,9.00,24.00,0.00,1.00,2.00,2.00,0.00,1.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,6.00,1.00,29.00,4.00,490000.00,0.00,245000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.25,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.00,9.00,36.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,1.00,23.00,5.00,760000.00,0.00,380000.00,0.00,0.00,0.00,0.00,0.60,0.40,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,1.00,2.00,1.00,2.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,45.00,5.00,1200000.00,600000.00,0.00,0.00,600000.00,0.00,0.00,0.60,0.20,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.80,0.20,3.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,48.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,29.00,4.00,870000.00,375000.00,0.00,0.00,120000.00,0.00,0.00,0.25,0.50,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,4.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,43.00,4.00,850000.00,0.00,350000.00,0.00,150000.00,0.00,0.00,0.25,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.50,0.00,2.00,60.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,3.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,33.00,4.00,700000.00,250000.00,450000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,120.00,3.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,7.00,4.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,39.00,5.00,430000.00,230000.00,200000.00,0.00,0.00,0.00,0.00,0.60,0.40,0.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,47.00,4.00,580000.00,290000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.75,0.25,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,38.00,4.00,748000.00,274000.00,200000.00,0.00,0.00,0.00,0.00,0.25,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.25,8.00,36.00,4.00,1.00,2.00,2.00,0.00,1.00,1.00
1.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,40.00,4.00,800000.00,200000.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.75,1.00,11.00,360.00,2.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,34.00,5.00,1400000.00,0.00,600000.00,0.00,0.00,800000.00,0.00,0.60,0.20,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.20,0.60,0.20,6.00,0.00,0.00,2.00,2.00,1.00,2.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,2.00,1.00,27.00,5.00,668000.00,0.00,618000.00,0.00,50000.00,0.00,0.00,0.60,0.20,0.00,0.40,0.20,0.00,0.00,0.00,0.00,0.00,0.80,0.00,7.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,1.00
2.00,2.00,3.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,21.00,6.00,1104800.00,800000.00,200000.00,0.00,52400.00,0.00,0.00,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.33,0.00,0.00,0.33,0.17,6.00,48.00,4.00,1.00,1.00,1.00,1.00,1.00,0.00
2.00,2.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,4.00,21.00,11.00,198000.00,24000.00,15000.00,24000.00,60000.00,0.00,0.00,0.55,0.36,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.09,0.36,0.00,3.00,6.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,6.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,37.00,3.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,35.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,24.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,29.00,3.00,650000.00,650000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,7.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,18.00,3.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.67,0.33,9.00,144.00,1.00,1.00,2.00,1.00,1.00,2.00,0.00
1.00,1.00,4.00,4.00,121.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,4.00,3.00,6.00,1.00,25.00,3.00,500000.00,0.00,0.00,0.00,0.00,0.00,500000.00,0.67,0.00,0.33,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,7.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,38.00,3.00,150000.00,0.00,0.00,0.00,150000.00,0.00,0.00,0.67,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,85.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,6.00,1.00,2.00,22.00,5.00,450000.00,0.00,225000.00,0.00,0.00,0.00,0.00,0.60,0.20,0.40,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.00,3.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,2.00,2.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,2.00,20.00,7.00,600000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.71,0.29,0.14,0.00,0.00,0.00,0.00,0.29,0.00,0.14,0.00,0.00,2.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00
2.00,2.00,2.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,29.00,4.00,300000.00,300000.00,0.00,0.00,0.00,0.00,0.00,0.75,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.75,0.00,2.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
