Sexo_p0082,Mismo_jefedehogar_p1011,Etnia_p103,Sisben_p104,Tiempo(meses)_viviendaactual_p105,Electricidad_p201a,Medidor_electricidad_p202a,Electricidad_cocina_p204a,Gas_Natural_p201b,Gas_pipeta_p201c,Acueducto_p201d,Red_aguapotablep_p202d,Agua_acueducto_alimentos_p204d,Alcantarillado_p201e,Alcantarillado_remunicipal_p202e,Servsanitario_redmunicipal_p204e,Basuras_pp201f,Basuras_recoleecmunicipal_p202f,recoleecmunicipal_unicomedio_p204f,Material_vivienda_p206,Cuartos_piezas_p207,Forma_tenencia_p208,#hogares_x_vivienda_p2092,Edad_promedio_xhogar,Personas_xhogar,Ing _Total_xhogar ,Prome_Montoempleo_xhogar_p308ma,Prome_Montoindepen_xhogar_p308mb,Prome_Montonegocio_xhogar_p308mc,Prome_Montoayudas_xhogar_p308md,Prome_Montocasional_xhogar_p308mf,Prome_Montopension_xhogarp308me,%personas_noing_xhogar,%personas_actprincipal_trabajar,%personas_actprincipal_buscartrabajo,%personas_actprincipal_estudiar,%personas_actprincipal_oficioshogar,%personas_actprincipal_Otrasactivi,%personas_actsecundaria_trabajar,%personas_actsecundaria_buscartrabajo,%personas_actsecundaria_estudiar,%personas_actsecundaria_oficioshogar,%personas_actsecundaria_Otrasactivi,%personas_segsocial,Prome_a�oseducacion_xhogar,Meses_en_el_trabajo*_p4032,Situaciones_trabajo_p406,Preocu_alimen_x_dinero_p413,Sinalimen_x_dinero_p414,Curso_form_trab_p416,Curso_obte_mant_trabajo_p417,trabajo_propio_p418,Maltrato intrafamiliar en la zona
1.00,1.00,7.00,1.00,11.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,3.00,1.00,42.00,2.00,800000.00,0.00,800000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,144.00,3.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,12.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,4.00,2.00,5.00,1.00,35.00,2.00,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,96.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,1.00,1.00,36.00,6.00,2300000.00,0.00,460000.00,0.00,0.00,0.00,0.00,0.17,0.83,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,36.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,4.00,6.00,72.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,4.00,3.00,3.00,1.00,26.00,2.00,850000.00,850000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,10.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
1.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,26.00,4.00,730000.00,0.00,365000.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,180.00,3.00,1.00,1.00,1.00,1.00,2.00,1.00
2.00,1.00,1.00,1.00,60.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,2.00,4.00,1.00,18.00,4.00,300000.00,0.00,0.00,0.00,300000.00,0.00,0.00,0.75,0.00,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,7.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,1.00
2.00,2.00,1.00,1.00,60.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,4.00,4.00,1.00,37.00,4.00,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.75,0.25,0.50,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.75,0.00,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,38.00,3.00,1050000.00,333333.33,0.00,50000.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,12.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,42.00,3.00,1600000.00,0.00,800000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.67,0.00,9.00,420.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,3.00,2.00,1.00,34.00,5.00,1048000.00,509000.00,0.00,30000.00,0.00,0.00,0.00,0.60,0.40,0.00,0.40,0.20,0.00,0.00,0.00,0.00,0.20,0.80,0.20,8.00,312.00,2.00,2.00,2.00,2.00,0.00,1.00,1.00
2.00,1.00,2.00,1.00,63.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,27.00,5.00,400000.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.60,0.40,0.20,0.40,0.00,0.00,0.00,0.40,0.00,0.40,0.20,0.00,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,37.00,5.00,900000.00,600000.00,0.00,0.00,300000.00,0.00,0.00,0.60,0.20,0.00,0.20,0.60,0.00,0.00,0.00,0.00,0.00,1.00,0.20,6.00,144.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00
2.00,1.00,4.00,1.00,4.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,4.00,1.00,3.00,1.00,25.00,1.00,300000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,5.00,72.00,4.00,1.00,2.00,2.00,0.00,1.00,0.00
2.00,1.00,1.00,1.00,36.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,69.00,1.00,60000.00,0.00,0.00,0.00,60000.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,24.00,1.00,1.00,2.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,2.00,4.00,1.00,33.00,2.00,315000.00,0.00,300000.00,0.00,15000.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,120.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,24.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,62.00,2.00,100000.00,0.00,0.00,0.00,100000.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,48.00,3.00,1200000.00,0.00,600000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,43.00,2.00,800000.00,800000.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,11.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,40.00,2.00,690000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.50,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,70.00,3.00,400000.00,0.00,200000.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.00,0.67,0.00,0.00,0.33,0.00,0.00,0.67,0.33,3.00,516.00,4.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,40.00,5.00,195000.00,0.00,0.00,0.00,97500.00,0.00,0.00,0.60,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,33.00,4.00,490000.00,40000.00,150000.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.50,0.50,0.00,8.00,96.00,4.00,2.00,2.00,2.00,0.00,2.00,0.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,39.00,3.00,1800000.00,900000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.33,0.00,0.33,0.33,0.67,12.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,52.00,2.00,300000.00,0.00,100000.00,0.00,200000.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,4.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,5.00,1.00,2.00,68.00,2.00,616000.00,616000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,11.00,384.00,4.00,1.00,2.00,1.00,1.00,2.00,1.00
2.00,1.00,4.00,1.00,36.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00,2.00,1.00,27.00,3.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.33,0.67,0.33,10.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,3.00,1.00,1.00,32.00,3.00,1050000.00,0.00,350000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,10.00,84.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,6.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,24.00,2.00,800000.00,600000.00,200000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,12.00,36.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,4.00,1.00,1.00,28.00,5.00,1200000.00,400000.00,800000.00,0.00,0.00,0.00,0.00,0.80,0.20,0.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,312.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,31.00,3.00,850000.00,0.00,283333.33,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,10.00,132.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,4.00,2.00,2.00,1.00,25.00,2.00,350000.00,350000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,10.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,2.00,2.00,1.00,120.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,41.00,5.00,900000.00,0.00,300000.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.60,0.40,0.00,8.00,96.00,4.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,24.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,1.00,2.00,1.00,33.00,1.00,100000.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,14.00,12.00,4.00,1.00,1.00,1.00,1.00,2.00,1.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,2.00,50.00,4.00,600000.00,0.00,200000.00,0.00,400000.00,0.00,0.00,0.50,0.25,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,1.00,0.00,8.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,2.00,28.00,3.00,450000.00,0.00,400000.00,0.00,50000.00,0.00,0.00,0.33,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,8.00,0.00,0.00,1.00,2.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,2.00,5.00,1.00,38.00,3.00,920000.00,0.00,800000.00,0.00,120000.00,0.00,0.00,0.33,0.00,0.33,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,2.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,3.00,1.00,65.00,1.00,250000.00,0.00,0.00,0.00,250000.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,1.00
2.00,2.00,7.00,2.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,5.00,1.00,34.00,4.00,500000.00,0.00,166666.67,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,1.00,1.00,72.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,31.00,3.00,1050000.00,650000.00,400000.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.33,9.00,120.00,4.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,2.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,27.00,5.00,1390000.00,470000.00,450000.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.80,0.20,7.00,1.00,2.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,3.00,1.00,24.00,3.00,500000.00,500000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.33,0.67,0.00,5.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,1.00,80.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,3.00,3.00,1.00,30.00,2.00,240000.00,0.00,200000.00,0.00,40000.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,5.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,2.00,1.00,28.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,29.00,2.00,690000.00,690000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,10.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,39.00,2.00,280000.00,0.00,250000.00,0.00,30000.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,6.00,96.00,4.00,1.00,1.00,2.00,0.00,1.00,0.00
2.00,2.00,4.00,1.00,72.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,1.00,6.00,1.00,2.00,34.00,5.00,2102000.00,616000.00,750000.00,0.00,120000.00,0.00,0.00,0.20,0.60,0.20,0.00,0.20,0.00,0.00,0.00,0.00,0.00,1.00,0.40,10.00,0.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00
2.00,1.00,2.00,1.00,122.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,2.00,2.00,1.00,28.00,2.00,150000.00,0.00,0.00,0.00,150000.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,11.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,6.00,122.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,2.00,2.00,2.00,4.00,1.00,2.00,1.00,51.00,2.00,150000.00,0.00,0.00,0.00,150000.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,2.00,2.00,2.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,44.00,4.00,1100000.00,450000.00,325000.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.75,0.00,3.00,240.00,4.00,1.00,1.00,2.00,0.00,1.00,0.00
1.00,1.00,4.00,2.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,48.00,3.00,350000.00,350000.00,0.00,0.00,0.00,0.00,0.00,0.67,0.33,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33,5.00,336.00,1.00,2.00,2.00,2.00,0.00,2.00,0.00
1.00,2.00,4.00,1.00,96.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,47.00,4.00,2232000.00,616000.00,1000000.00,0.00,0.00,0.00,0.00,0.25,0.75,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,0.75,0.50,9.00,12.00,1.00,2.00,2.00,1.00,1.00,2.00,1.00
2.00,1.00,2.00,1.00,121.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,32.00,3.00,540000.00,0.00,400000.00,0.00,140000.00,0.00,0.00,0.33,0.33,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,27.00,2.00,660000.00,0.00,0.00,0.00,330000.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,6.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,70.00,1.00,450000.00,0.00,450000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,5.00,660.00,4.00,1.00,1.00,2.00,0.00,1.00,1.00
2.00,2.00,6.00,1.00,117.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,5.00,4.00,28.00,2.00,360000.00,300000.00,0.00,0.00,60000.00,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.50,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,2.00,2.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,56.00,2.00,828000.00,628000.00,0.00,200000.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,7.00,60.00,4.00,2.00,2.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,121.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,30.00,5.00,2000000.00,300000.00,650000.00,0.00,400000.00,0.00,0.00,0.20,0.60,0.00,0.40,0.00,0.00,0.00,0.00,0.20,0.00,0.80,0.20,10.00,84.00,4.00,2.00,2.00,2.00,0.00,1.00,1.00
2.00,2.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,27.00,6.00,1282000.00,0.00,300000.00,0.00,491000.00,0.00,0.00,0.50,0.33,0.00,0.50,0.17,0.00,0.00,0.00,0.00,0.00,1.00,0.00,7.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,2.00,7.00,1.00,12.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,3.00,1.00,37.00,7.00,1280000.00,600000.00,300000.00,0.00,80000.00,0.00,0.00,0.43,0.43,0.00,0.14,0.43,0.00,0.00,0.00,0.00,0.14,0.86,0.14,8.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00
2.00,2.00,2.00,5.00,120.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,27.00,5.00,770000.00,700000.00,0.00,0.00,70000.00,0.00,0.00,0.60,0.20,0.20,0.40,0.20,0.00,0.00,0.00,0.00,0.20,0.80,0.20,9.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
2.00,2.00,4.00,6.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,40.00,3.00,1400000.00,700000.00,0.00,0.00,0.00,0.00,0.00,0.33,0.67,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,1.00,0.33,10.00,0.00,0.00,1.00,1.00,2.00,0.00,2.00,1.00
1.00,1.00,4.00,1.00,122.00,1.00,1.00,2.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,1.00,36.00,2.00,1200000.00,600000.00,600000.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,12.00,24.00,3.00,1.00,1.00,2.00,0.00,2.00,1.00
